movie1,movie2,movie3,movie4,movie5,movie6,label
260,1210,2664,7700,4546,7123,1
1210,2664,7700,4546,7123,5147,1
2664,7700,4546,7123,5147,741,1
7700,4546,7123,5147,741,1219,1
4546,7123,5147,741,1219,904,0
7123,5147,741,1219,6035,30793,0
5147,741,1219,6035,965,2208,1
741,1219,6035,965,2208,931,1
1219,6035,965,2208,931,7925,1
6035,965,2208,931,7925,928,1
965,2208,931,7925,928,3030,1
2208,931,7925,928,3030,2905,1
931,7925,928,3030,2905,7118,1
7925,928,3030,2905,7118,1274,1
928,3030,2905,7118,1274,5255,0
3030,2905,7118,1274,913,2731,1
2905,7118,1274,913,2731,7327,1
7118,1274,913,2731,7327,6874,1
1274,913,2731,7327,6874,7438,1
913,2731,7327,6874,7438,6713,1
2731,7327,6874,7438,6713,4734,0
7327,6874,7438,6713,5984,6502,1
6874,7438,6713,5984,6502,968,0
7438,6713,5984,6502,1214,5397,0
6713,5984,6502,1214,922,2871,1
5984,6502,1214,922,2871,3837,0
6502,1214,922,2871,1247,3839,0
1214,922,2871,1247,4191,8290,0
922,2871,1247,4191,26578,27317,0
2871,1247,4191,26578,5618,27773,1
1247,4191,26578,5618,27773,37736,0
4191,26578,5618,27773,8950,3000,1
26578,5618,27773,8950,3000,4552,0
5618,27773,8950,3000,3476,26776,0
27773,8950,3000,3476,5121,2247,0
8950,3000,3476,5121,2810,4105,0
3000,3476,5121,2810,7587,3424,1
3476,5121,2810,7587,3424,5465,0
5121,2810,7587,3424,3683,6774,1
2810,7587,3424,3683,6774,407,0
7587,3424,3683,6774,4262,5809,1
3424,3683,6774,4262,5809,5971,0
3683,6774,4262,5809,7235,2022,0
6774,4262,5809,7235,7982,7116,0
4262,5809,7235,7982,32587,41285,0
5809,7235,7982,32587,1952,1241,0
7235,7982,32587,1952,39444,1078,0
7982,32587,1952,39444,2970,3499,0
32587,1952,39444,2970,1186,2065,0
1952,39444,2970,1186,5489,3813,0
39444,2970,1186,5489,3814,1230,1
2970,1186,5489,3814,1230,2290,1
1186,5489,3814,1230,2290,8405,1
5489,3814,1230,2290,8405,2505,0
3814,1230,2290,8405,4641,40966,0
1230,2290,8405,4641,6350,1244,1
2290,8405,4641,6350,1244,4614,0
8405,4641,6350,1244,26171,37545,0
4641,6350,1244,26171,26303,7333,1
6350,1244,26171,26303,7333,6465,0
1244,26171,26303,7333,1273,7936,1
26171,26303,7333,1273,7936,8783,0
26303,7333,1273,7936,37733,6710,0
7333,1273,7936,37733,8042,44761,1
1273,7936,37733,8042,44761,1673,0
7936,37733,8042,44761,3176,4029,0
37733,8042,44761,3176,7934,8807,0
8042,44761,3176,7934,2324,2356,0
44761,3176,7934,2324,7983,3108,0
3176,7934,2324,7983,7132,7616,0
7934,2324,7983,7132,154,6645,0
2324,7983,7132,154,4928,2360,1
7983,7132,154,4928,2360,3587,0
7132,154,4928,2360,8239,25898,1
154,4928,2360,8239,25898,6100,1
4928,2360,8239,25898,6100,7115,0
2360,8239,25898,6100,7749,33188,0
8239,25898,6100,7749,2750,2313,1
25898,6100,7749,2750,2313,2071,0
6100,7749,2750,2313,5909,7301,0
7749,2750,2313,5909,1245,1348,0
2750,2313,5909,1245,162,6214,0
2313,5909,1245,162,7939,7938,0
5909,1245,162,7939,2858,30810,0
1245,162,7939,2858,39381,5294,0
162,7939,2858,39381,32770,6724,0
7939,2858,39381,32770,3681,1201,1
2858,39381,32770,3681,1201,7387,0
39381,32770,3681,1201,7937,48385,0
32770,3681,1201,7937,1965,46572,1
3681,1201,7937,1965,46572,48774,1
1201,7937,1965,46572,48774,2699,0
7937,1965,46572,48774,48394,48142,0
1965,46572,48774,48394,48516,50800,0
46572,48774,48394,48516,2973,48780,1
48774,48394,48516,2973,48780,26151,0
48394,48516,2973,48780,7766,52281,1
48516,2973,48780,7766,52281,6063,0
2973,48780,7766,52281,7820,3018,0
48780,7766,52281,7820,52644,51412,0
7766,52281,7820,52644,8670,27831,0
52281,7820,52644,8670,48043,6942,0
7820,52644,8670,48043,6985,7323,0
52644,8670,48043,6985,33794,3994,0
8670,48043,6985,33794,25963,841,0
48043,6985,33794,25963,2361,1483,0
6985,33794,25963,2361,8199,4518,0
33794,25963,2361,8199,44694,6577,0
25963,2361,8199,44694,51709,44191,1
2361,8199,44694,51709,44191,36519,0
8199,44694,51709,44191,4393,27266,1
44694,51709,44191,4393,27266,6440,0
51709,44191,4393,27266,26052,1963,0
44191,4393,27266,26052,26231,2632,1
4393,27266,26052,26231,2632,33896,0
27266,26052,26231,2632,97,32392,0
26052,26231,2632,97,56367,7981,1
26231,2632,97,56367,7981,53129,0
2632,97,56367,7981,56782,3238,0
97,56367,7981,56782,55290,7748,0
56367,7981,56782,55290,3947,31737,0
7981,56782,55290,3947,48304,51080,0
56782,55290,3947,48304,55820,52462,0
55290,3947,48304,55820,55276,3298,0
3947,48304,55820,55276,44555,45081,0
43836,1703,103335,1197,6377,33615,1
1703,103335,1197,6377,33615,95105,1
103335,1197,6377,33615,95105,62999,1
1197,6377,33615,95105,62999,4306,1
6377,33615,95105,62999,4306,8360,1
33615,95105,62999,4306,8360,78637,1
95105,62999,4306,8360,78637,53121,1
62999,4306,8360,78637,53121,44022,1
4306,8360,78637,53121,44022,86298,1
8360,78637,53121,44022,86298,5218,1
1,17,32,62,95,141,1
17,32,62,95,141,648,0
32,62,95,141,736,780,1
62,95,141,736,780,25,1
95,141,736,780,25,5,1
141,736,780,25,5,6,1
736,780,25,5,6,494,1
780,25,5,6,494,733,1
25,5,6,494,733,786,0
5,6,494,733,104,112,0
6,494,733,104,260,376,1
494,733,104,260,376,653,1
733,104,260,376,653,784,0
104,260,376,653,788,628,1
260,376,653,788,628,637,0
376,653,788,628,802,805,1
653,788,628,802,805,1356,1
788,628,802,805,1356,9,0
628,802,805,1356,140,719,1
802,805,1356,140,719,743,0
805,1356,140,719,832,65,1
3174,2288,307,308,3053,2025,1
2288,307,308,3053,2025,61323,0
307,308,3053,2025,5296,5220,0
308,3053,2025,5296,4973,2329,1
3053,2025,5296,4973,2329,6016,1
2025,5296,4973,2329,6016,58559,0
5296,4973,2329,6016,2959,2571,1
4973,2329,6016,2959,2571,4226,1
2329,6016,2959,2571,4226,1193,1
6016,2959,2571,4226,1193,7669,1
2959,2571,4226,1193,7669,1217,1
2571,4226,1193,7669,1217,527,1
4226,1193,7669,1217,527,5618,1
1193,7669,1217,527,5618,44943,1
7669,1217,527,5618,44943,8254,1
1217,527,5618,44943,8254,1884,1
527,5618,44943,8254,1884,59995,1
5618,44943,8254,1884,59995,8327,1
44943,8254,1884,59995,8327,62644,1
8254,1884,59995,8327,62644,27695,0
1884,59995,8327,62644,9010,5072,1
59995,8327,62644,9010,5072,6953,0
8327,62644,9010,5072,1784,46723,0
62644,9010,5072,1784,7147,3967,0
9010,5072,1784,7147,4239,2076,1
5072,1784,7147,4239,2076,62374,0
1784,7147,4239,2076,2908,110,1
7147,4239,2076,2908,110,1199,1
4239,2076,2908,110,1199,39183,0
2076,2908,110,1199,34437,7254,1
2908,110,1199,34437,7254,6350,1
110,1199,34437,7254,6350,5989,0
1199,34437,7254,6350,2312,4014,1
34437,7254,6350,2312,4014,27815,1
7254,6350,2312,4014,27815,1206,0
6350,2312,4014,27815,66097,37729,1
2312,4014,27815,66097,37729,5064,1
4014,27815,66097,37729,5064,64957,1
27815,66097,37729,5064,64957,3910,0
66097,37729,5064,64957,7371,64575,0
37729,5064,64957,7371,7208,1097,0
5064,64957,7371,7208,235,2291,1
64957,7371,7208,235,2291,6890,0
7371,7208,235,2291,5903,3408,1
7208,235,2291,5903,3408,7361,1
235,2291,5903,3408,7361,8622,1
2291,5903,3408,7361,8622,6377,1
5903,3408,7361,8622,6377,8970,1
1097,368,1136,1220,5417,5477,1
368,1136,1220,5417,5477,5418,1
1136,1220,5417,5477,5418,908,1
1220,5417,5477,5418,908,4237,1
5417,5477,5418,908,4237,4973,1
5477,5418,908,4237,4973,5470,1
5418,908,4237,4973,5470,1089,1
908,4237,4973,5470,1089,4979,0
4237,4973,5470,1089,4993,2076,1
4973,5470,1089,4993,2076,4995,1
5470,1089,4993,2076,4995,1035,1
1089,4993,2076,4995,1035,2797,1
4993,2076,4995,1035,2797,5325,1
2076,4995,1035,2797,5325,5475,1
4995,1035,2797,5325,5475,2858,1
1035,2797,5325,5475,2858,2683,1
2797,5325,5475,2858,2683,2706,0
5325,5475,2858,2683,2997,3285,0
5475,2858,2683,2997,2908,3751,0
2858,2683,2997,2908,223,2369,0
2683,2997,2908,223,233,2336,0
2997,2908,223,233,2599,2605,0
2908,223,233,2599,2712,2959,1
223,233,2599,2712,2959,3159,1
233,2599,2712,2959,3159,2333,1
2599,2712,2959,3159,2333,2580,1
2712,2959,3159,2333,2580,3175,0
2959,3159,2333,2580,2318,3160,1
3159,2333,2580,2318,3160,2568,0
2333,2580,2318,3160,2502,2574,0
2580,2318,3160,2502,2686,2395,1
2318,3160,2502,2686,2395,2692,1
3160,2502,2686,2395,2692,2702,0
2502,2686,2395,2692,2987,3909,0
2686,2395,2692,2987,5537,4965,0
2395,2692,2987,5537,5013,5152,0
2692,2987,5537,5013,1204,4034,0
2987,5537,5013,1204,500,2145,1
5537,5013,1204,500,2145,2003,1
5013,1204,500,2145,2003,1676,0
1204,500,2145,2003,29,32,1
500,2145,2003,29,32,589,1
2145,2003,29,32,589,1175,1
2003,29,32,589,1175,1396,0
29,32,589,1175,1653,2571,1
32,589,1175,1653,2571,1527,0
589,1175,1653,2571,1748,1921,1
1175,1653,2571,1748,1921,2916,1
1653,2571,1748,1921,2916,1391,0
2571,1748,1921,2916,2232,2275,1
1748,1921,2916,2232,2275,442,0
1921,2916,2232,2275,541,1199,1
2916,2232,2275,541,1199,1240,1
2232,2275,541,1199,1240,1270,1
2275,541,1199,1240,1270,1129,0
541,1199,1240,1270,1206,2640,1
1199,1240,1270,1206,2640,3702,1
1240,1270,1206,2640,3702,3503,1
1270,1206,2640,3702,3503,3638,0
1206,2640,3702,3503,293,555,1
2640,3702,3503,293,555,1912,0
3702,3503,293,555,265,417,1
3503,293,555,265,417,1059,1
293,555,265,417,1059,1357,1
555,265,417,1059,1357,2108,1
265,417,1059,1357,2108,58,1
417,1059,1357,2108,58,1183,0
1059,1357,2108,58,1277,357,1
1357,2108,58,1277,357,1393,0
2108,58,1277,357,866,25,1
58,1277,357,866,25,497,1
1277,357,866,25,497,1639,1
357,866,25,497,1639,1900,1
866,25,497,1639,1900,50,1
25,497,1639,1900,50,4226,1
497,1639,1900,50,4226,1148,1
1639,1900,50,4226,1148,912,1
1900,50,4226,1148,912,903,1
50,4226,1148,912,903,5135,1
4226,1148,912,903,5135,3266,1
1148,912,903,5135,3266,318,1
912,903,5135,3266,318,1178,1
903,5135,3266,318,1178,923,1
5135,3266,318,1178,923,296,1
3266,318,1178,923,296,527,1
318,1178,923,296,527,953,1
1178,923,296,527,953,4298,1
923,296,527,953,4298,1225,1
296,527,953,4298,1225,2912,0
527,953,4298,1225,3000,896,0
953,4298,1225,3000,3030,1291,1
4298,1225,3000,3030,1291,1296,1
1225,3000,3030,1291,1296,1860,0
3000,3030,1291,1296,1952,1307,1
3030,1291,1296,1952,1307,2731,1
1291,1296,1952,1307,2731,1104,1
1296,1952,1307,2731,1104,1172,1
1952,1307,2731,1104,1172,1197,1
1307,2731,1104,1172,1197,2248,1
2731,1104,1172,1197,2248,1216,0
1104,1172,1197,2248,4978,3535,0
1172,1197,2248,4978,4011,4901,0
1197,2248,4978,4011,608,1617,1
2248,4978,4011,608,1617,2542,0
4978,4011,608,1617,1249,1834,0
4011,608,1617,1249,6,1358,1
608,1617,1249,6,1358,1610,1
1617,1249,6,1358,1610,1732,0
1249,6,1358,1610,2391,3267,1
6,1358,1610,2391,3267,457,1
1358,1610,2391,3267,457,1845,1
1610,2391,3267,457,1845,627,1
2391,3267,457,1845,627,3256,0
3267,457,1845,627,353,543,1
457,1845,627,353,543,1722,0
1845,627,353,543,3055,70,0
627,353,543,3055,695,1265,1
353,543,3055,695,1265,2291,0
543,3055,695,1265,1247,1230,1
3055,695,1265,1247,1230,2396,1
695,1265,1247,1230,2396,902,1
1265,1247,1230,2396,902,4914,1
1247,1230,2396,902,4914,4144,1
1230,2396,902,4914,4144,930,1
2396,902,4914,4144,930,1947,1
902,4914,4144,930,1947,4014,0
4914,4144,930,1947,1244,4361,1
4144,930,1947,1244,4361,920,1
930,1947,1244,4361,920,2171,0
1947,1244,4361,920,5222,5299,0
1244,4361,920,5222,750,1196,1
4361,920,5222,750,1196,1233,1
920,5222,750,1196,1233,110,1
5222,750,1196,1233,110,1208,1
750,1196,1233,110,1208,5339,1
1196,1233,110,1208,5339,858,1
1233,110,1208,5339,858,1213,1
110,1208,5339,858,1213,1281,1
1208,5339,858,1213,1281,3089,1
5339,858,1213,1281,3089,1219,1
858,1213,1281,3089,1219,4967,0
1213,1281,3089,1219,1193,1228,1
1281,3089,1219,1193,1228,800,1
3089,1219,1193,1228,800,3386,1
1219,1193,1228,800,3386,648,0
1193,1228,800,3386,1179,350,0
1228,800,3386,1179,1184,1408,1
800,3386,1179,1184,1408,356,1
3386,1179,1184,1408,356,991,1
1179,1184,1408,356,991,1094,1
1184,1408,356,991,1094,1619,0
1408,356,991,1094,1916,3178,1
356,991,1094,1916,3178,2023,0
991,1094,1916,3178,3418,349,0
1094,1916,3178,3418,3949,1221,1
1916,3178,3418,3949,1221,2019,1
3178,3418,3949,1221,2019,3470,1
3418,3949,1221,2019,3470,306,1
3949,1221,2019,3470,306,1719,1
1221,2019,3470,306,1719,3996,1
2019,3470,306,1719,3996,5202,1
3470,306,1719,3996,5202,260,1
306,1719,3996,5202,260,1245,1
1719,3996,5202,260,1245,3067,1
3996,5202,260,1245,3067,1,0
5202,260,1245,3067,111,924,1
260,1245,3067,111,924,1256,1
1245,3067,111,924,1256,4178,1
3067,111,924,1256,4178,1258,1
111,924,1256,4178,1258,3481,1
924,1256,4178,1258,3481,2966,0
1256,4178,1258,3481,1036,4027,0
4178,1258,3481,1036,778,3006,0
1258,3481,1036,778,4306,4848,1
3481,1036,778,4306,4848,2947,1
1036,778,4306,4848,2947,1279,1
778,4306,4848,2947,1279,910,1
4306,4848,2947,1279,910,4881,0
4848,2947,1279,910,1131,3897,1
2947,1279,910,1131,3897,4886,0
1279,910,1131,3897,154,1060,1
910,1131,3897,154,1060,1150,1
1131,3897,154,1060,1150,3271,1
3897,154,1060,1150,3271,3783,1
154,1060,1150,3271,3783,348,1
1060,1150,3271,3783,348,1704,0
1150,3271,3783,348,1132,1348,1
3271,3783,348,1132,1348,592,1
3783,348,1132,1348,592,1266,0
348,1132,1348,592,2716,2948,1
1132,1348,592,2716,2948,232,0
1348,592,2716,2948,2918,5075,0
592,2716,2948,2918,1960,1080,1
2716,2948,2918,1960,1080,595,0
2948,2918,1960,1080,1222,308,1
2918,1960,1080,1222,308,4273,1
1960,1080,1222,308,4273,1210,1
1080,1222,308,4273,1210,3347,1
1222,308,4273,1210,3347,1246,1
308,4273,1210,3347,1246,5319,0
4273,1210,3347,1246,1968,2949,0
1210,3347,1246,1968,3083,1961,1
3347,1246,1968,3083,1961,3260,1
1246,1968,3083,1961,3260,2078,1
1968,3083,1961,3260,2078,300,1
3083,1961,3260,2078,300,2194,1
1961,3260,2078,300,2194,1259,1
3260,2078,300,2194,1259,2360,1
2078,300,2194,1259,2360,1466,0
300,2194,1259,2360,4334,1090,1
2194,1259,2360,4334,1090,4278,1
1259,2360,4334,1090,4278,2357,1
2360,4334,1090,4278,2357,5292,1
4334,1090,4278,2357,5292,1734,0
1090,4278,2357,5292,150,1041,1
4278,2357,5292,150,1041,1173,1
2357,5292,150,1041,1173,1682,1
5292,150,1041,1173,1682,1185,1
150,1041,1173,1682,1185,1594,1
1041,1173,1682,1185,1594,1923,1
1173,1682,1185,1594,1923,2696,1
1682,1185,1594,1923,2696,4499,1
1185,1594,1923,2696,4499,2115,0
1594,1923,2696,4499,2708,1376,0
1923,2696,4499,2708,3704,329,0
2696,4499,2708,3704,2021,3698,0
4499,2708,3704,2021,1282,2080,1
2708,3704,2021,1282,2080,4308,0
3704,2021,1282,2080,1028,2746,1
2021,1282,2080,1028,2746,199,1
1282,2080,1028,2746,199,242,1
2080,1028,2746,199,242,4936,0
1028,2746,199,242,904,4562,1
2746,199,242,904,4562,492,1
199,242,904,4562,492,3683,1
242,904,4562,492,3683,1214,1
904,4562,492,3683,1214,1333,1
4562,492,3683,1214,1333,4128,0
492,3683,1214,1333,1201,5026,0
1221,2291,1193,1198,2858,3534,0
2291,1193,1198,2858,2683,2706,1
1193,1198,2858,2683,2706,2707,0
1198,2858,2683,2706,2997,3004,0
2858,2683,2706,2997,2694,2770,0
1198,2571,1291,58559,7153,122892,1
2571,1291,58559,7153,122892,4993,1
1291,58559,7153,122892,4993,5952,1
58559,7153,122892,4993,5952,3578,1
7153,122892,4993,5952,3578,4226,1
122892,4993,5952,3578,4226,3793,1
4993,5952,3578,4226,3793,3996,0
5952,3578,4226,3793,112852,293,1
3578,4226,3793,112852,293,589,0
4226,3793,112852,293,79132,33794,1
3793,112852,293,79132,33794,54286,1
112852,293,79132,33794,54286,1240,0
293,79132,33794,54286,68358,59315,1
79132,33794,54286,68358,59315,457,1
33794,54286,68358,59315,457,34405,1
54286,68358,59315,457,34405,110,1
68358,59315,457,34405,110,2959,1
59315,457,34405,110,2959,541,0
457,34405,110,2959,1089,91658,0
34405,110,2959,1089,2329,48394,1
110,2959,1089,2329,48394,750,1
2959,1089,2329,48394,750,4011,1
1089,2329,48394,750,4011,4878,1
2329,48394,750,4011,4878,44191,1
48394,750,4011,4878,44191,89745,1
750,4011,4878,44191,89745,6539,1
4011,4878,44191,89745,6539,57669,1
4878,44191,89745,6539,57669,1214,0
44191,89745,6539,57669,70286,96079,1
89745,6539,57669,70286,96079,8665,1
6539,57669,70286,96079,8665,36517,1
57669,70286,96079,8665,36517,1625,0
70286,96079,8665,36517,102445,1682,1
96079,8665,36517,102445,1682,87232,1
8665,36517,102445,1682,87232,1610,1
36517,102445,1682,87232,1610,98809,1
102445,1682,87232,1610,98809,88129,0
1682,87232,1610,98809,1206,2997,1
87232,1610,98809,1206,2997,7438,1
1610,98809,1206,2997,7438,1199,1
98809,1206,2997,7438,1199,5418,1
1206,2997,7438,1199,5418,72998,0
2997,7438,1199,5418,51255,5669,1
7438,1199,5418,51255,5669,6874,1
1199,5418,51255,5669,6874,73017,1
5418,51255,5669,6874,73017,59369,0
51255,5669,6874,73017,106489,85414,0
5669,6874,73017,106489,8798,5445,0
6874,73017,106489,8798,110102,111362,1
73017,106489,8798,110102,111362,49272,1
106489,8798,110102,111362,49272,1732,0
8798,110102,111362,49272,1653,86190,0
110102,111362,49272,1653,68848,37857,1
111362,49272,1653,68848,37857,102125,1
49272,1653,68848,37857,102125,106642,1
1653,68848,37857,102125,106642,66934,1
68848,37857,102125,106642,66934,68237,1
37857,102125,106642,66934,68237,130518,1
102125,106642,66934,68237,130518,130842,1
106642,66934,68237,130518,130842,91529,1
66934,68237,130518,130842,91529,4963,1
68237,130518,130842,91529,4963,5349,1
130518,130842,91529,4963,5349,4022,1
130842,91529,4963,5349,4022,3623,0
91529,4963,5349,4022,6365,4027,1
4963,5349,4022,6365,4027,4995,1
5349,4022,6365,4027,4995,6333,1
4022,6365,4027,4995,6333,8636,1
6365,4027,4995,6333,8636,4720,0
4027,4995,6333,8636,45722,5679,0
4995,6333,8636,45722,33679,4446,0
6333,8636,45722,33679,8984,4344,0
8636,45722,33679,8984,53125,60684,1
45722,33679,8984,53125,60684,44199,1
33679,8984,53125,60684,44199,7373,1
8984,53125,60684,44199,7373,5630,0
53125,60684,44199,7373,54259,77561,1
60684,44199,7373,54259,77561,59615,0
457,110,356,225,50,553,1
208,339,110,480,367,377,0
339,110,480,367,160,586,0
110,480,367,160,597,527,0
480,367,160,597,173,440,0
367,160,597,173,172,168,0
160,597,173,172,368,648,1
597,173,172,368,648,592,0
173,172,368,648,552,374,0
172,368,648,552,520,596,0
368,648,552,520,519,1024,0
903,1148,783,1276,4886,2329,1
1148,783,1276,4886,2329,1092,0
783,1276,4886,2329,745,1597,0
1276,4886,2329,745,293,6377,1
4886,2329,745,293,6377,318,1
2329,745,293,6377,318,1,1
745,293,6377,318,1,50,1
293,6377,318,1,50,3114,1
1953,1244,232,1077,1104,1701,1
1244,232,1077,1104,1701,492,1
232,1077,1104,1701,492,4017,1
1077,1104,1701,492,4017,3388,0
1104,1701,492,4017,123,4037,0
1701,492,4017,123,44555,5291,1
492,4017,123,44555,5291,6993,1
4017,123,44555,5291,6993,6016,1
123,44555,5291,6993,6016,8228,1
44555,5291,6993,6016,8228,1230,1
5291,6993,6016,8228,1230,750,1
6993,6016,8228,1230,750,8645,1
1278,1028,2763,3421,902,3911,0
1028,2763,3421,902,914,2161,1
2763,3421,902,914,2161,2455,0
3421,902,914,2161,2248,2968,1
902,914,2161,2248,2968,1042,1
914,2161,2248,2968,1042,2144,0
2161,2248,2968,1042,32,59387,1
2248,2968,1042,32,59387,8738,1
2968,1042,32,59387,8738,8641,0
1042,32,59387,8738,3000,3186,1
32,59387,8738,3000,3186,26631,1
59387,8738,3000,3186,26631,60333,1
8738,3000,3186,26631,60333,4973,1
3000,3186,26631,60333,4973,6408,1
3186,26631,60333,4973,6408,38304,1
26631,60333,4973,6408,38304,5618,1
60333,4973,6408,38304,5618,1197,1
4973,6408,38304,5618,1197,82459,1
6408,38304,5618,1197,82459,81845,1
38304,5618,1197,82459,81845,1136,1
5618,1197,82459,81845,1136,68954,1
1197,82459,81845,1136,68954,7361,1
82459,81845,1136,68954,7361,5971,1
81845,1136,68954,7361,5971,1198,1
1136,68954,7361,5971,1198,26147,1
68954,7361,5971,1198,26147,1207,1
7361,5971,1198,26147,1207,60069,1
5971,1198,26147,1207,60069,7022,1
1198,26147,1207,60069,7022,48516,1
26147,1207,60069,7022,48516,31658,1
1207,60069,7022,48516,31658,79132,0
60069,7022,48516,31658,7099,910,1
7022,48516,31658,7099,910,5291,0
356,4993,7153,5952,2571,296,1
4993,7153,5952,2571,296,4306,1
7153,5952,2571,296,4306,593,1
5952,2571,296,4306,593,2762,1
2571,296,4306,593,2762,260,1
296,4306,593,2762,260,1270,1
4306,593,2762,260,1270,110,0
593,2762,260,1270,6377,3578,1
2762,260,1270,6377,3578,780,0
260,1270,6377,3578,4886,1198,1
1270,6377,3578,4886,1198,1210,1
6377,3578,4886,1198,1210,1196,1
3578,4886,1198,1210,1196,589,0
4886,1198,1210,1196,1,8961,0
1198,1210,1196,1,527,33794,0
1210,1196,1,527,1291,2194,1
1196,1,527,1291,2194,3114,1
1,527,1291,2194,3114,33166,1
527,1291,2194,3114,33166,6333,1
260,1196,1198,2571,1210,318,1
1196,1198,2571,1210,318,44199,1
1198,2571,1210,318,44199,47099,1
2571,1210,318,44199,47099,44665,1
1210,318,44199,47099,44665,52722,0
318,44199,47099,44665,164179,168252,1
44199,47099,44665,164179,168252,1197,1
47099,44665,164179,168252,1197,1270,1
44665,164179,168252,1197,1270,50,1
164179,168252,1197,1270,50,1036,1
168252,1197,1270,50,1036,2959,1
1197,1270,50,1036,2959,858,1
1270,50,1036,2959,858,296,1
50,1036,2959,858,296,58559,1
1036,2959,858,296,58559,79132,1
2959,858,296,58559,79132,7153,1
858,296,58559,79132,7153,4993,1
296,58559,79132,7153,4993,48516,1
58559,79132,7153,4993,48516,541,1
79132,7153,4993,48516,541,3578,1
7153,4993,48516,541,3578,122886,1
4993,48516,541,3578,122886,47,1
48516,541,3578,122886,47,593,1
541,3578,122886,47,593,293,1
3578,122886,47,593,293,1193,1
122886,47,593,293,1193,608,1
47,593,293,1193,608,134130,1
593,293,1193,608,134130,1258,1
293,1193,608,134130,1258,778,1
1193,608,134130,1258,778,1213,1
608,134130,1258,778,1213,3949,1
134130,1258,778,1213,3949,76093,1
1258,778,1213,3949,76093,6,1
778,1213,3949,76093,6,356,1
1213,3949,76093,6,356,1221,1
3949,76093,6,356,1221,4878,1
81564,4016,68954,3751,5444,152081,1
4016,68954,3751,5444,152081,53125,0
68954,3751,5444,152081,37729,56757,1
3751,5444,152081,37729,56757,38038,0
5444,152081,37729,56757,5882,4366,1
152081,37729,56757,5882,4366,31658,0
37729,56757,5882,4366,66097,78499,0
56757,5882,4366,66097,134853,7153,0
5882,4366,66097,134853,81847,1566,0
4366,66097,134853,81847,122918,167036,0
66097,134853,81847,122918,783,239,1
134853,81847,122918,783,239,60069,1
81847,122918,783,239,60069,1907,0
122918,783,239,60069,52287,356,0
783,239,60069,52287,6942,588,0
239,60069,52287,6942,50872,8961,1
60069,52287,6942,50872,8961,32031,0
52287,6942,50872,8961,1136,98809,0
95,112,786,1084,61,165,1
112,786,1084,61,165,296,1
786,1084,61,165,296,380,1
1084,61,165,296,380,593,1
61,165,296,380,593,434,1
165,296,380,593,434,586,1
296,380,593,434,586,587,1
380,593,434,586,587,589,1
593,434,586,587,589,597,1
434,586,587,589,597,377,1
586,587,589,597,377,457,1
587,589,597,377,457,1036,1
589,597,377,457,1036,204,1
597,377,457,1036,204,293,0
377,457,1036,204,500,145,0
457,1036,204,500,364,480,1
1036,204,500,364,480,527,1
204,500,364,480,527,474,0
500,364,480,527,315,442,1
364,480,527,315,442,477,0
480,527,315,442,588,47,0
527,315,442,588,376,852,0
180,2427,3107,3386,61323,61248,0
2427,3107,3386,61323,1291,1213,1
3107,3386,61323,1291,1213,2502,1
3386,61323,1291,1213,2502,47,1
61323,1291,1213,2502,47,1266,1
1291,1213,2502,47,1266,2329,1
1213,2502,47,1266,2329,110,1
2502,47,1266,2329,110,3006,1
47,1266,2329,110,3006,1089,1
1266,2329,110,3006,1089,296,1
2329,110,3006,1089,296,7361,1
110,3006,1089,296,7361,58998,1
590,349,588,318,161,292,0
349,588,318,161,457,593,1
588,318,161,457,593,185,1
318,161,457,593,185,208,1
161,457,593,185,208,339,0
457,593,185,208,110,356,1
593,185,208,110,356,34,1
185,208,110,356,34,47,0
208,110,356,34,480,21,0
110,356,34,480,377,315,0
356,34,480,377,440,500,1
34,480,377,440,500,236,0
480,377,440,500,539,587,0
377,440,500,539,11,357,1
440,500,539,11,357,553,0
500,539,11,357,17,141,1
539,11,357,17,141,172,0
11,357,17,141,509,261,0
357,17,141,509,62,224,0
1805,49932,26258,26810,70708,3676,1
49932,26258,26810,70708,3676,4848,1
26258,26810,70708,3676,4848,7044,1
26810,70708,3676,4848,7044,1464,1
70708,3676,4848,7044,1464,76251,1
3676,4848,7044,1464,76251,3409,1
4848,7044,1464,76251,3409,2826,1
7044,1464,76251,3409,2826,79132,1
1464,76251,3409,2826,79132,4226,1
76251,3409,2826,79132,4226,48780,1
3409,2826,79132,4226,48780,32,1
2826,79132,4226,48780,32,55820,1
79132,4226,48780,32,55820,57669,0
4226,48780,32,55820,1625,48394,0
48780,32,55820,1625,68237,2959,1
32,55820,1625,68237,2959,1206,1
55820,1625,68237,2959,1206,8254,1
1625,68237,2959,1206,8254,3535,1
68237,2959,1206,8254,3535,25771,1
2959,1206,8254,3535,25771,2571,1
1206,8254,3535,25771,2571,32587,1
8254,3535,25771,2571,32587,208,1
3535,25771,2571,32587,208,296,1
25771,2571,32587,208,296,1089,1
2571,32587,208,296,1089,8798,0
32587,208,296,1089,750,3355,1
208,296,1089,750,3355,442,0
296,1089,750,3355,1222,1732,0
1089,750,3355,1222,110,253,0
750,3355,1222,110,1884,27904,1
3355,1222,110,1884,27904,288,1
1222,110,1884,27904,288,1213,1
110,1884,27904,288,1213,293,1
1884,27904,288,1213,293,1080,1
27904,288,1213,293,1080,1101,1
288,1213,293,1080,1101,2329,0
1213,293,1080,1101,64614,16,1
